"WA1 1AF",10,360240,387888,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1AG",10,360236,387940,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1AH",10,360692,388424,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1AJ",10,360645,388318,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1AL",10,360645,388318,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1AN",10,360407,388100,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1AP",10,360390,388178,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1AQ",10,360672,388315,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1AS",10,360017,386690,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1AT",10,359939,386605,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1AU",10,359966,386654,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1AW",10,359994,386701,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1BB",10,360290,388060,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1BD",10,360021,386751,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1BE",10,360292,388039,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1BF",10,360136,386579,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1BL",10,360353,387987,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1BQ",10,360043,386651,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1BW",10,360399,387999,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1BZ",10,360457,388007,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1DE",10,360466,387931,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1DF",10,359712,388260,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1DG",10,360484,388039,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1DH",10,360483,388045,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1DJ",10,360482,388056,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1DN",10,360476,388098,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1DR",10,360442,388128,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1DW",10,359712,388260,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1DY",10,360510,388077,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1EA",10,360158,386620,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1ED",10,360545,388052,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1EE",10,360511,388106,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1EF",10,360512,388044,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1EG",10,360518,388020,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1EH",10,360537,388006,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1EJ",10,360558,388053,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1EN",10,360568,388026,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1EP",10,360553,388028,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1EU",10,360195,386738,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1EX",10,360592,388003,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1EY",10,360614,387906,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1EZ",10,360526,387900,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1FT",10,359712,388260,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1GG",10,360205,387179,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1GJ",10,360211,386701,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1GN",10,360228,386757,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1GU",50,360407,388179,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1GX",10,360407,388179,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1GY",10,360086,386904,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1HB",10,360259,386678,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1HE",10,360505,387966,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1HF",10,360555,387924,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1HG",10,360497,387938,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1HL",10,360498,387891,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1HN",10,360571,387855,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1HP",10,360468,387908,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1HQ",10,360496,387913,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1HU",10,360394,387931,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1JA",10,360379,387955,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1JB",10,360431,387959,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1JG",10,360452,387968,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1JL",10,360476,387877,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1JN",10,360407,388100,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1JP",10,360275,387977,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1JQ",10,360388,388086,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1JW",10,360253,388048,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1JX",10,360279,387912,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1JY",10,360269,387859,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1LA",10,360211,388103,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1LD",10,360170,387923,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1LE",10,360237,387912,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1LF",10,360170,387880,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1LL",10,360102,387815,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1LS",10,360046,387883,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1LT",10,360046,388035,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1LX",10,360143,387953,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1LZ",10,360198,387980,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1NA",10,360038,387759,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1NB",10,360252,388038,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1NF",10,360175,387844,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1NL",10,360162,388054,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1NN",10,360119,388133,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1NP",10,360104,388081,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1NR",10,360101,388018,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1NU",10,360187,388029,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1NW",10,360075,388068,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1NY",10,360013,386658,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1NZ",10,360163,388016,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1PB",10,360267,387909,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1PE",10,360093,387988,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1PG",10,360354,387862,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1PJ",10,359877,387600,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1PP",10,360471,387344,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1PR",10,360594,387669,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1PS",10,360332,387817,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1QA",10,360510,387529,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1QB",10,360545,388244,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1QE",10,360498,388284,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1QL",10,360181,387362,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1QP",10,360420,388340,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1QS",50,360420,388340,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1QX",10,360266,387483,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1QY",10,360266,387483,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1RG",10,360456,387213,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1RH",10,360317,388163,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1RL",10,360273,387274,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1RP",10,360102,386956,"E92000001","E19000001","E18000002","","E06000007","E05011025"
"WA1 1RR",10,360532,387374,"E92000001","E19000001","E18000002","","E06000007","E05011025"
